◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,76039.182,1240.73,6390.534,63413.566,9.529,2355.38,702.43,
1,74124.631,1158.63,6390.534,61509.411,53.498,2348.72,642.96,
2,73048.218,1094.29,6390.534,60480.154,104.202,2342.82,597.9,
3,72831.457,1008.89,6390.534,60294.709,134.532,2341.72,0.0,
4,73650.278,1124.01,6390.534,61123.775,140.417,2343.6,604.64,
5,75157.234,1218.39,6390.534,62661.079,161.655,2005.47,674.99,
6,78164.542,1379.13,19500.72,52556.133,139.037,2348.13,753.09,
7,83023.567,1585.91,19500.72,57237.912,54.857,2393.44,895.27,
8,87735.291,1787.94,16791.188,65049.778,424.176,2725.62,1021.29,
9,90629.624,1880.56,16791.188,67816.722,290.04,2719.49,768.9,
10,91577.103,1920.77,16791.188,68684.822,221.823,2734.35,1023.38,
11,91878.607,1895.78,16791.188,68931.71,184.525,2784.64,748.0,
12,91829.562,1888.06,16791.188,68850.982,167.651,2779.72,720.31,
13,92484.059,1932.29,16791.188,69502.369,145.714,2995.94,701.69,
14,92556.243,2009.71,16791.188,69550.102,132.018,2982.16,1024.39,
15,92166.086,2016.47,16791.188,69164.092,120.073,3034.65,1021.82,
16,91732.405,2015.04,16791.188,68778.244,119.839,3047.58,1022.75,
17,90941.298,1983.34,16791.188,68048.186,143.149,2943.9,1022.56,
18,90774.548,1965.88,16791.188,67916.337,158.789,2724.0,1022.81,
19,91241.545,1995.13,16791.188,68346.129,97.486,2922.64,1148.56,
20,90340.352,2051.51,31036.243,53209.88,146.72,2735.93,1175.17,
21,87462.704,1957.18,31036.243,50490.209,232.714,2789.02,1155.88,
22,82860.06,1710.53,31036.243,46060.672,445.914,2677.69,994.3,
23,79588.621,1491.78,31036.243,43004.433,724.227,2357.58,872.14,
